Wejxa,Viento,sustantivo,wejxa,Natural,[]
Welx,Loro,sustantivo,welx,"Animal - Ave salvajes",[]
Wes,Soga,sustantivo,wes,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Wëse",Fleco,sustantivo,"wëse","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Wez,Pez,sustantivo,wez,Animal,[]
Wezx,Jalar,verbo,wezx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Wula,Grande,adjetivo,wula,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Ya'ja",Jigra,sustantivo,"ya'ja","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Ya'ja",Jigra,sustantivo,"ya'ja","Útil",[]
Yafx,Ojo,sustantivo,yafx,"Anatomía",[]
Yase,Nombrar,verbo,yase,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yase,Nombre,sustantivo,yase,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yat,Casa,sustantivo,yat,"Construcción",[]
Yele,Cosquillas,sustantivo,yele,"Sensación",[]
"Yu'",Agua,sustantivo,"yu'",Recurso,[]
Yuk,Nalga,sustantivo,yuk,"Anatomía",[]
Yul,Deuda,sustantivo,yul,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yulu,Endeudar,verbo,yulu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yume,Demasiado,adverbio,yume,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yume,Muy,sustantivo,yume,Adverbio,[]
Yuul,Deuda,sustantivo,yuul,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yuuwe,Culpable,adjetivo,yuuwe,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Yuwe,Boca,sustantivo,yuwe,"Anatomía",[]
Zek,Filo,sustantivo,zek,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Zi'hk","Rápido",expresion,"zi'hk","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Zi'p",Cara,sustantivo,"zi'p","Anatomía",[]
"Zi't",Hueso,sustantivo,"zi't","Anatomía",[]
Zik,"A ver",expresion,zik,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Zuna,Apretado,adjetivo,zuna,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Zuun,Nieto,sustantivo,zuun,Familia,[]
Zuus,Dios,sustantivo,zuus,"Religión",[]
